LRD,Region,Rano Base Code,Administrative Status,Site Type,Cabin Id,DC Battery Name,Is the Battery visible,If not visible,Battery Brand,Battery Brand Others,Battery Model,Battery Model Others,Battery Capacity (Ah),Battery Voltage (Volt),Total Current Load,Total bank (Quantity),Number of Battery Cell/ Quantity,Battery Technology,Battery Hardening (Enhance Safety Request),Last Installation Date (DD/MM/YYYY),Battery Protection,Battery Cable Size,Battery Cable Type,Warranty End Date (DD/MM/YYYY),Battery Protection Capacity,Lithium battery alarm (4+7),Incomplete Parameter,Incomplete LRD
LRD22814,SOUTHERN,BASE4,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Enersys,,Supersafe 12TE150F,,150,12 volt,92.3,2,8,VRLA,Battery Concrete Bar,,,,3/7/2018 0:00,,,,,
LRD22820,EASTERN,BASE24,Active,Vacant Land,Outdoor-01,Battery-01,No,Battery welded to rack,Sacredsun,,FTA12-150,,150,12 volt,,1,4,VRLA,Battery Hardening,,,,,,,,,
LRD22821,SABAH,BASE29,Active,Rooftop,Cabin-01,Battery-01,,,Sacredsun,,FTA12-150,,150,12 volt,,1,4,VRLA,,,,,,,,,,
LRD22828,EASTERN,BASE10,Active,Vacant Land,Cabin-01,Battery-01,,,Enersys,,12TD150F,,150,12 volt,54,2,8,VRLA,Battery Concrete Bar,,,,08/18/19 00:00,,,,,
LRD22835,NORTHERN,BASE16,Active,Vacant Land,Outdoor-01,Battery-01,,,Narada,,,,150,12 volt,,1,4,VRLA,,,,,,,,,,
LRD22850,NORTHERN,BASE7,Active,Vacant Land,Cabin-01,Battery-01,Yes,,MSB,,MSG12-150TE,,150,12 volt,122,3,12,VRLA,Battery Concrete Bar,,,,7/2/2016 0:00,,,,,
LRD22857,SOUTHERN,BASE14,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,Narada,,12NDT150S,,150,12 volt,,1,4,VRLA,T5 Metal Plate,,,,12/7/2018 0:00,,,,,
LRD22859,NORTHERN,BASE2,Active,Inbuilding,Outdoor-01,Battery-01,Yes,,Huawei,,ESM-48150B1,,150,48 volt,130,2,2,Lithium,T5 Metal Plate,,,,6/11/2020 0:00,,,,,
LRD22862,SARAWAK,BASE11,Active,Vacant Land,Outdoor-01,Battery-01,,,Narada,,12NDT150S,,150,12 volt,,1,4,VRLA,T5 Metal Plate,,,,,,,,,
LRD22864,SARAWAK,BASE31,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,Sacredsun,,FTA12-150,,150,12 volt,,1,4,VRLA,Battery Hardening,,,,,,,,,
LRD22868,SOUTHERN,BASE19,Active,Rooftop,Outdoor-01,Battery-01,,,Enersys,,12TD150F,,150,12 volt,,1,4,VRLA,,,,,,,,,,
LRD22869,SARAWAK,BASE8,Active,Vacant Land,Cabin-01,Battery-01,,,Narada,,GFMJ-600A,,600,2 volt,,1,4,VRLA,,,,,,,,,,
LRD17991,SOUTHERN,BASE20,Active,Vacant Land,Cabin-01,Battery-01,,,Narada,,12NDT150S,,150,12 volt,42,1,4,VRLA,Battery Concrete Bar,,,,10/25/19 00:00,,,,,
LRD17993,SABAH,BASE37,Active,Vacant Land,Outdoor-01,Battery-01,,,Narada,,12NDT150S,,150,12 volt,,2,8,VRLA,Battery Concrete Bar,,,,,,,,,
LRD17995,CENTRAL,BASE6,Active,Vacant Land,Outdoor-01,Battery-01,No,T5 Metal Plate,Sacredsun,,FTA12-150,,150,12 volt,50.2,1,4,VRLA,T5 Metal Plate,,,,05/26/21 00:00,,,,,
LRD17996,CENTRAL,BASE9,Active,Inbuilding,Room Reno-01,Battery-01,,,Narada,,Others,12NDF50,60,12 volt,,1,4,VRLA,,,,,,,,,,
LRD18009,SOUTHERN,BASE4,Active,Vacant Land,Cabin-01,Battery-01,,,Narada,,GFMJ-400A,,400,2 volt,54.5,1,24,VRLA,Battery Hardening,,,,,,,,,
LRD18010,SARAWAK,BASE11,Active,Vacant Land,Outdoor-01,Battery-01,No,Battery fully sealed,Narada,,,,150,12 volt,,1,4,VRLA,,,,,,,,,,
LRD18013,SOUTHERN,BASE34,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Narada,,12NDT150S,,150,12 volt,50,2,8,VRLA,Battery Concrete Bar,,,,,,,,,
LRD18024,SARAWAK,BASE11,Active,Vacant Land,Cabin-01,Battery-01,,,Narada,,ACME F 2V400AH Eosg400,,400,2 volt,,1,4,VRLA,,,,,,,,,,
LRD18025,NORTHERN,BASE7,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,Narada,,12NDT100S,,100,12 volt,72.9,1,4,VRLA,T5 Metal Plate,,,,9/7/2017 0:00,,,,,
LRD18027,SARAWAK,BASE8,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Narada,,GFMJ-600A,,600,2 volt,67.9,1,24,VRLA,Others,,,,,,,,,
LRD18028,SOUTHERN,BASE19,Active,Inbuilding,Outdoor-01,Battery-01,Yes,,Narada,,,,400,2 volt,,1,24,VRLA,Battery Concrete Bar,,,,,,,,,
LRD18029,EASTERN,BASE27,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Narada,,12NDT150S,,150,12 volt,180,4,16,VRLA,Battery Concrete Bar,,,,07/19/17 00:00,,,,,
LRD18030,CENTRAL,BASE9,Active,Inbuilding,Room Reno-01,Battery-01,Yes,,MSB,,MSG12-100TE,,100,12 volt,34.6,2,8,VRLA,Others,,,,,,,,,
LRD18035,SOUTHERN,BASE14,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Sonnenschein,,OPzV 1000,,1000,2 volt,,1,4,VRLA,,,,,,,,,,
LRD18046,SABAH,BASE29,Active,Vacant Land,Outdoor-01,Battery-01,,,Narada,,AG12V150S,,150,12 volt,,1,4,VRLA,,,,,,,,,,
LRD18038,EASTERN,BASE24,Active,Inbuilding,Cabin-01,Battery-01,Yes,,Narada,,12NDT150S,,150,12 volt,24.2,1,4,VRLA,,,,,2/2/2018 0:00,,,,,
LRD18039,SABAH,BASE29,Active,Vacant Land,Outdoor-01,Battery-01,,,Narada,,12NDT150S,,150,12 volt,,1,4,VRLA,T5 Metal Plate,,,,,,,,,
LRD18044,NORTHERN,BASE15,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Narada,,GFMJ-600A,,600,2 volt,70,1,24,VRLA,,,,,,,,,,
LRD18047,EASTERN,BASE5,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,Huawei,,ESM-48150B1,,150,48 volt,30,1,1,Lithium,T5 Metal Plate,,,,12/1/2019 0:00,,,,,
LRD18048,CENTRAL,BASE32,Active,Rooftop,Cabin-01,Battery-01,Yes,,MSB,,MSG12-150TE,,150,12 volt,110,4,8,VRLA,Battery Concrete Bar,,,,10/12/2016 0:00,,,,,
LRD18049,NORTHERN,BASE2,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,Huawei,,ESM-48150B1,,150,48 volt,51,1,1,Lithium,T5 Metal Plate,,,,05/14/20 00:00,,,,,
LRD18055,NORTHERN,BASE2,Active,Rooftop,Outdoor-01,Battery-01,,,Sacredsun,,FTA12-150,,150,12 volt,,1,4,VRLA,,,,,,,,,,
LRD18056,CENTRAL,BASE6,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Enersys,,Supersafe 12TE150F,,150,12 volt,95,2,8,VRLA,Battery Concrete Bar,,,,5/3/2018 0:00,,,,,
LRD18059,CENTRAL,BASE1,Active,Rooftop,Cabin-01,Battery-01,Yes,,Narada,,,,1000,2 volt,,1,24,VRLA,,,,,,,,,,
LRD18066,SOUTHERN,BASE14,Active,Rooftop,Cabin-01,Battery-01,Yes,,Tudor,,SAFETY 10 OPzV1000,,1000,2 volt,,1,24,VRLA,,,,,,,,,,
LRD18072,SARAWAK,BASE8,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Tudor,,SAFETY 10 OPzV1000,,1000,2 volt,58.9,1,24,VRLA,Others,,,,,,,,,
LRD18073,EASTERN,BASE1,Active,Inbuilding,Room Reno-01,Battery-01,,,Enersys,,,,1000,2 volt,,1,28,VRLA,,,,,,,,,,
LRD18074,SOUTHERN,BASE4,Active,Vacant Land,Cabin-01,Battery-01,No,Battery welded to rack,Enersys,,Supersafe 12TD100F,,100,12 volt,126,6,24,VRLA,Battery Concrete Bar,,,,02/26/20 00:00,,,,,
LRD18075,SOUTHERN,BASE4,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Narada,,12NDT150S,,150,12 volt,68,1,4,VRLA,Battery Concrete Bar,,,,04/25/18 00:00,,,,,
LRD18078,CENTRAL,BASE32,Active,Rooftop,Outdoor-01,Battery-01,Yes,,Enersys,,,,150,12 volt,,1,4,VRLA,,,,,,,,,,
LRD18079,SABAH,BASE29,Active,Rooftop,Outdoor-01,Battery-01,,,Hoppecke,,NET.POWER 12V150,,150,12 volt,,1,4,VRLA,,,,,,,,,,
LRD18080,CENTRAL,BASE1,Active,Rooftop,Cabin-01,Battery-01,Yes,,Enersys,,12TD150F,,150,12 volt,70.3,2,8,VRLA,Battery Hardening,,,,9/6/2021 0:00,,,,,
LRD18089,CENTRAL,BASE32,Active,Rooftop,Outdoor-01,Battery-01,Yes,,Narada,,12NDT150S,,150,12 volt,80,1,4,VRLA,T5 Metal Plate,,,,03/31/19 00:00,,,,,
LRD18102,SOUTHERN,BASE19,Active,Vacant Land,Outdoor-01,Battery-01,No,Battery welded to rack,Sacredsun,,FTA12-150,,150,12 volt,,1,4,VRLA,Battery Hardening,,,,,,,,,
LRD18105,SABAH,BASE36,Active,Vacant Land,Outdoor-01,Battery-01,No,Battery welded to rack,Sacredsun,,FTA12-150,,150,12 volt,25,1,4,VRLA,Battery Hardening,,,,2/1/2020 0:00,,,,,
LRD18106,SARAWAK,BASE8,Active,Vacant Land,Outdoor-01,Battery-01,No,Battery welded to rack,Narada,,ACME G AG12V155F,,155,12 volt,,1,4,VRLA,Battery Hardening,,,,,,,,,
LRD18107,EASTERN,BASE27,Active,Vacant Land,Outdoor-01,Battery-01,No,Battery welded to rack,Narada,,12NDT150S,,150,12 volt,,1,4,VRLA,Battery Hardening,,,,03/27/19 00:00,,,,,
LRD18131,SABAH,BASE36,Active,Rooftop,Outdoor-01,Battery-01,,,Sacredsun,,FTA12-150,,150,12 volt,,1,4,VRLA,,,,,,,,,,
LRD18139,EASTERN,BASE27,Active,Vacant Land,Cabin-01,Battery-01,Yes,,MSB,,MSG12-150TE,,150,12 volt,95.1,3,12,VRLA,Battery Concrete Bar,,,,03/23/16 00:00,,,,,
LRD18145,SARAWAK,BASE8,Active,Vacant Land,Outdoor-01,Battery-01,,,Narada,,12NDT150S,,150,12 volt,,1,4,VRLA,T5 Metal Plate,,,,,,,,,
LRD18154,SABAH,BASE25,Active,Vacant Land,Outdoor-01,Battery-01,No,Battery welded to rack,Enersys,,12TD150F,,150,12 volt,,1,4,VRLA,T5 Metal Plate,,,,,,,,,
LRD18156,NORTHERN,BASE2,Active,Rooftop,Cabin-01,Battery-01,Yes,,Enersys,,Supersafe 12TE150F,,150,12 volt,60,2,8,VRLA,Battery Concrete Bar,,,,2/7/2018 0:00,,,,,
LRD16132,CENTRAL,BASE32,Active,Rooftop,Outdoor-01,Battery-01,Yes,,Narada,,MPG12150F,,150,12 volt,,1,4,VRLA,,,,,,,,,,
LRD16133,NORTHERN,BASE2,Planned,Inbuilding,Outdoor-01,Battery-01,,,Narada,,,,,,,,,,,,,,,,,,,
LRD16142,CENTRAL,BASE32,Active,Inbuilding,Cabin-01,Battery-01,Yes,,Enersys,,,,400,2 volt,,1,24,VRLA,,,,,,,,,,
LRD16143,NORTHERN,BASE15,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Enersys,,12TD150F,,150,12 volt,105.95,2,8,VRLA,Battery Concrete Bar,,,,1/8/2020 0:00,,,,,
LRD16144,EASTERN,BASE24,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Enersys,,Supersafe 12TE150F,,150,12 volt,65,2,8,VRLA,Battery Concrete Bar,,,,02/27/18 00:00,,,,,
LRD16145,SOUTHERN,BASE4,Active,Vacant Land,Cabin-01,Battery-01,,,Enersys,,12TD150F,,150,12 volt,50.6,2,8,VRLA,Battery Concrete Bar,,,,08/26/19 00:00,,,,,
LRD16147,NORTHERN,BASE16,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Enersys,,12TD150F,,150,12 volt,60,3,12,VRLA,Battery Concrete Bar,,,,02/15/19 00:00,,,,,
LRD16148,SOUTHERN,BASE19,Active,Vacant Land,Outdoor-01,Battery-01,,,Sacredsun,,FTA12-150,,150,12 volt,,1,4,VRLA,,,,,,,,,,
LRD16154,SOUTHERN,BASE4,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Narada,,12NDT150S,,150,12 volt,98,1,4,VRLA,Battery Concrete Bar,,,,4/12/2018 0:00,,,,,
LRD16160,EASTERN,BASE24,Active,Vacant Land,Outdoor-01,Battery-01,,,Narada,,12NDT150S,,150,12 volt,,1,4,VRLA,,,,,,,,,,
LRD16163,CENTRAL,BASE12,Active,Vacant Land,Outdoor-01,Battery-01,,,Narada,,12NDT150S,,150,12 volt,22.3,1,4,VRLA,,,,,,,,,,
LRD16167,EASTERN,BASE5,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Hawker,,2V480AH,,400,2 volt,,1,24,VRLA,,,,,,,,,,
LRD16169,CENTRAL,BASE6,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Enersys,,12TD150F,,150,12 volt,124.49,3,12,VRLA,Battery Concrete Bar,,,,12/20/19 00:00,,,,,
LRD16172,CENTRAL,BASE1,Active,Vacant Land,Outdoor-01,Battery-01,No,Battery welded to rack,Sacredsun,,FTA12-150,,150,12 volt,,1,4,VRLA,Battery Hardening,,,,,,,,,
LRD16173,SOUTHERN,BASE19,Active,Rooftop,Cabin-01,Battery-01,Yes,,Enersys,,Supersafe 12TE150F,,150,12 volt,122.71,4,16,VRLA,Battery Concrete Bar,,,,09/29/18 00:00,,,,,
LRD16174,SABAH,BASE17,Active,Vacant Land,Cabin-01,Battery-01,,,Narada,,12NDT150S,,150,12 volt,43.34,1,4,VRLA,Battery Concrete Bar,,,,07/29/19 00:00,,,,,
LRD16175,CENTRAL,BASE3,Active,Inbuilding,Cabin-01,Battery-01,Yes,,Enersys,,Supersafe 12TE150F,,150,12 volt,15,3,12,VRLA,Battery Concrete Bar,,,,10/24/17 00:00,,,,,
LRD16178,EASTERN,BASE24,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Enersys,,12TD150F,,150,12 volt,137.16,4,16,VRLA,Battery Concrete Bar,,,,10/1/2019 0:00,,,,,
LRD16179,SABAH,BASE23,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Narada,,12NDT150S,,150,12 volt,53.3,2,8,VRLA,Battery Concrete Bar,,,,12/13/19 00:00,,,,,
LRD16180,CENTRAL,BASE12,Active,Rooftop,Outdoor-01,Battery-01,,,Narada,,12NDT150S,,150,12 volt,22.3,1,4,VRLA,,,,,,,,,,
LRD16181,CENTRAL,BASE12,Active,Rooftop,Cabin-01,Battery-01,,,MSB,,,,200,12 volt,,2,8,VRLA,No Hardening,,,,,,,,,
LRD16182,SOUTHERN,BASE19,Active,Vacant Land,Outdoor-01,Battery-01,,,Narada,,12NDT150S,,150,12 volt,22.3,1,4,VRLA,,,,,,,,,,
LRD16185,CENTRAL,BASE32,Active,Rooftop,Outdoor-01,Battery-01,Yes,,Enersys,,12TD150F,,150,12 volt,,1,4,VRLA,Others,,,,04/17/18 00:00,,,,,
LRD16188,NORTHERN,BASE7,Active,Vacant Land,Outdoor-01,Battery-01,,,Enersys,,,,150,12 volt,,1,4,VRLA,,,,,,,,,,
LRD16189,SABAH,BASE33,Active,Vacant Land,Cabin-01,Battery-01,,,Narada,,12NDT150S,,150,12 volt,48.6,2,8,VRLA,,,,,01/31/21 00:00,,,,,
LRD16196,SARAWAK,BASE31,Active,Vacant Land,Outdoor-01,Battery-01,,,Narada,,12NDT150S,,150,12 volt,,1,4,VRLA,T5 Metal Plate,,,,,,,,,
LRD16191,CENTRAL,BASE9,Active,Inbuilding,Cabin-01,Battery-01,Yes,,Narada,,12NDT150S,,150,12 volt,82.4,1,4,VRLA,,,,,10/19/18 00:00,,,,,
LRD16192,EASTERN,BASE10,Active,Vacant Land,Cabin-01,Battery-01,Yes,,MSB,,MSG12-150TE,,150,12 volt,105,2,8,VRLA,Battery Concrete Bar,,,,10/11/2016 0:00,,,,,
LRD16193,CENTRAL,BASE32,Active,Vacant Land,Cabin-01,Battery-01,,,MSB,,,,200,12 volt,,2,8,VRLA,,,,,,,,,,
LRD16203,NORTHERN,BASE7,Active,Vacant Land,Outdoor-01,Battery-01,,,Enersys,,,,150,12 volt,,1,4,VRLA,,,,,,,,,,
LRD16205,SOUTHERN,BASE6,Active,Vacant Land,Outdoor-01,Battery-01,,,Narada,,,,150,12 volt,,1,4,VRLA,,,,,,,,,,
LRD16206,SABAH,BASE33,Active,Vacant Land,Outdoor-01,Battery-01,,,Narada,,ACME G AG12V155F,,155,12 volt,,2,8,VRLA,Battery Hardening,,,,,,,,,
LRD16207,NORTHERN,BASE2,Active,Rooftop,Cabin-01,Battery-01,Yes,,Narada,,12NDT150S,,150,12 volt,79.3,4,16,VRLA,T5 Metal Plate,,,,1/5/2021 0:00,,,,,
LRD16208,EASTERN,BASE24,Active,Rooftop,Cabin-01,Battery-01,Yes,,Enersys,,12TD150F,,150,12 volt,85.51,2,8,VRLA,Battery Concrete Bar,,,,03/16/19 00:00,,,,,
LRD16231,SOUTHERN,BASE6,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Huawei,,ESM-48150A1,,150,48 volt,87.64,3,3,Lithium,Battery Concrete Bar,,,,12/1/2019 0:00,,,,,
LRD16232,SARAWAK,BASE8,Active,Vacant Land,Cabin-01,Battery-01,,,Narada,,12NDT150S,,150,12 volt,,1,4,VRLA,No Hardening,,,,,,,,,
LRD16234,SARAWAK,BASE8,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,Narada,,12NDT150S,,150,12 volt,,1,4,VRLA,Others,,,,10/17/18 00:00,,,,,
LRD16255,CENTRAL,BASE32,Active,Vacant Land,Outdoor-01,Battery-01,,,Narada,,12NDT150S,,150,12 volt,22.3,1,4,VRLA,,,,,,,,,,
LRD16259,SABAH,BASE25,Active,Vacant Land,Outdoor-01,Battery-01,,,Narada,,12NDT150S,,150,12 volt,68.2,1,4,VRLA,T5 Metal Plate,,,,07/16/19 00:00,,,,,
LRD16263,SABAH,BASE33,Active,Vacant Land,Outdoor-01,Battery-01,No,Battery welded to rack,Narada,,12NDT150S,,150,12 volt,,1,4,VRLA,Battery Hardening,,,,3/1/2019 0:00,,,,,
LRD16280,CENTRAL,BASE9,Active,Inbuilding,Room Reno-01,Battery-01,Yes,,Narada,,,,100,12 volt,,3,12,VRLA,,,,,,,,,,
LRD16286,CENTRAL,BASE1,Active,Rooftop,Outdoor-01,Battery-01,Yes,,Enersys,,12TD150F,,150,12 volt,113,1,4,VRLA,Battery Concrete Bar,,,,,,,,,
LRD16287,CENTRAL,BASE1,Active,Rooftop,Outdoor-01,Battery-01,,,Narada,,12NDT150S,,150,12 volt,35,1,4,VRLA,T5 Metal Plate,,,,12/6/2019 0:00,,,,,
LRD21460,SABAH,BASE17,Active,Vacant Land,Outdoor-01,Battery-01,,,Narada,,12NDT150S,,150,12 volt,,1,4,VRLA,,,,,,,,,,
LRD21461,NORTHERN,BASE13,Active,Inbuilding,Outdoor-01,Battery-01,Yes,,Narada,,,,100,12 volt,,1,4,VRLA,,,,,,,,,,
LRD21471,CENTRAL,BASE12,Active,Vacant Land,Outdoor-01,Battery-01,No,Battery welded to rack,Enersys,,12TD150F,,150,12 volt,101,2,8,VRLA,T5 Metal Plate,,,,06/19/19 00:00,,,,,
LRD21472,CENTRAL,BASE6,Decommissioned,Inbuilding,Outdoor-01,Battery-01,,,Narada,,12NDT150S,,150,12 volt,,1,4,VRLA,T5 Metal Plate,,,,,,,,,
LRD21473,EASTERN,BASE30,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Narada,,12NDT150S,,150,12 volt,63,1,4,VRLA,,,,,01/30/18 00:00,,,,,
LRD21474,SOUTHERN,BASE6,Active,Rooftop,Cabin-01,Battery-01,Yes,,Narada,,,,1000,2 volt,,1,24,VRLA,,,,,,,,,,
LRD21477,CENTRAL,BASE1,Active,Vacant Land,Outdoor-01,Battery-01,,,Huawei,,ESM-48100A1,,100,48 volt,59,1,1,Lithium,T5 Metal Plate,,,,11/1/2019 0:00,,,,,
LRD21479,CENTRAL,BASE1,Active,Vacant Land,Outdoor-01,Battery-01,,,Narada,,12NDT150S,,150,12 volt,50,2,8,VRLA,,,,,,,,,,
LRD21483,EASTERN,BASE24,Active,Rooftop,Outdoor-01,Battery-01,No,Battery welded to rack,Sacredsun,,FTA12-150,,150,12 volt,,1,4,VRLA,Battery Hardening,,,,,,,,,
LRD21485,NORTHERN,BASE16,Active,Vacant Land,Outdoor-01,Battery-01,No,Battery sealed,Narada,,,,150,12 volt,43,1,4,VRLA,T5 Metal Plate,,,,,,,,,
LRD21488,SOUTHERN,BASE14,Active,Vacant Land,Outdoor-01,Battery-01,,,Haze,,12V100AH,,100,12 volt,,1,4,VRLA,,,,,,,,,,
LRD21491,SOUTHERN,BASE14,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Narada,,,,1000,2 volt,,1,24,VRLA,,,,,,,,,,
LRD21493,CENTRAL,BASE32,Active,Rooftop,Cabin-01,Battery-01,,,Narada,,MPG12150F,,150,12 volt,,1,4,VRLA,,,,,,,,,,
LRD21495,CENTRAL,BASE12,Active,Rooftop,Outdoor-01,Battery-01,,,Narada,,,,150,,,2,8,,,,,,,,,,BATTERY_TECHNOLOGY,
LRD21500,CENTRAL,BASE32,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,MSB,,MSG12-100TE,,100,12 volt,63.3,1,4,VRLA,T5 Metal Plate,,,,8/3/2016 0:00,,,,,
LRD21501,SARAWAK,BASE8,Active,Vacant Land,Outdoor-01,Battery-01,No,Battery welded to rack,Narada,,ACME G AG12V155F,,155,12 volt,,1,4,VRLA,Battery Hardening,,,,,,,,,
LRD21502,CENTRAL,BASE1,Active,Rooftop,Cabin-01,Battery-01,,,Narada,,,,150,12 volt,,1,4,VRLA,,,,,,,,,,
LRD21503,EASTERN,BASE5,Active,Vacant Land,Outdoor-01,Battery-01,,,Narada,,,,100,,,1,4,,,,,,,,,,BATTERY_TECHNOLOGY,
LRD21504,NORTHERN,BASE7,Active,Vacant Land,Outdoor-01,Battery-01,,,Narada,,Others,,150,12 volt,47.5,1,4,VRLA,Others,,,,,,,,,
LRD21506,EASTERN,BASE27,Active,Vacant Land,Cabin-01,Battery-01,,,Enersys,,12TD150F,,150,12 volt,200,2,8,VRLA,Battery Concrete Bar,,,,11/8/2019 0:00,,,,,
LRD21509,CENTRAL,BASE9,Active,Vacant Land,Outdoor-01,Battery-01,,,Sacredsun,,FTA12-150,,150,12 volt,,1,4,VRLA,T5 Metal Plate,,,,,,,,,
LRD21513,CENTRAL,BASE1,Active,Vacant Land,Outdoor-01,Battery-01,,,Huawei,,ESM-48100A1,,100,48 volt,85,1,1,Lithium,T5 Metal Plate,,,,11/1/2019 0:00,,,,,
LRD21514,CENTRAL,BASE12,Active,Inbuilding,Room Reno-01,Battery-01,,,MSB,,,,200,12 volt,,2,8,VRLA,,,,,,,,,,
LRD21517,CENTRAL,BASE12,Active,Rooftop,Cabin-01,Battery-01,Yes,,Narada,,12NDT150S,,150,12 volt,86,2,8,VRLA,Battery Concrete Bar,,,,5/9/2017 0:00,,,,,
LRD21521,EASTERN,BASE30,Active,Vacant Land,Outdoor-01,Battery-01,,,Huawei,,ESM-48150B1,,150,48 volt,60,1,1,Lithium,,,,,09/30/20 00:00,,,,,
LRD21529,CENTRAL,BASE1,Active,Vacant Land,Outdoor-01,Battery-01,No,Battery welded to rack,Sacredsun,,FTA12-150,,150,12 volt,,1,4,VRLA,Battery Hardening,,,,,,,,,
LRD21530,CENTRAL,BASE12,Active,Rooftop,Outdoor-01,Battery-01,,,Narada,,,,150,12 volt,,1,4,VRLA,,,,,,,,,,
LRD21531,NORTHERN,BASE16,Active,Rooftop,Cabin-01,Battery-01,,,Narada,,,,150,12 volt,,3,12,VRLA,,,,,,,,,,
LRD21532,SOUTHERN,BASE20,Active,Vacant Land,Outdoor-01,Battery-01,,,Huawei,,ESM-48150B1,,150,48 volt,65.4,1,1,Lithium,T5 Metal Plate,,,,12/1/2019 0:00,,,,,
LRD21536,CENTRAL,BASE12,Active,Rooftop,Outdoor-01,Battery-01,,,Sacredsun,,FTA12-150,,150,12 volt,,1,4,VRLA,,,,,,,,,,
LRD21539,EASTERN,BASE30,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,Narada,,12NDT100S,,100,12 volt,43.6,1,4,VRLA,T5 Metal Plate,,,,08/16/17 00:00,,,,,
LRD21541,SOUTHERN,BASE14,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Narada,,12NDT150S,,150,12 volt,65,2,8,VRLA,Battery Concrete Bar,,,,03/13/17 00:00,,,,,
LRD21546,SARAWAK,BASE11,Active,Inbuilding,Cabin-01,Battery-01,Yes,,Tudor,,SAFETY 10 OPzV1000,,1000,2 volt,,1,24,VRLA,,,,,,,,,,
LRD21547,SARAWAK,BASE11,Active,Vacant Land,Cabin-01,Battery-01,,,Narada,,GFMJ-600A,,600,2 volt,,1,4,VRLA,Battery Hardening,,,,,,,,,
LRD21548,NORTHERN,BASE7,Active,Rooftop,Outdoor-01,Battery-01,Yes,,MSB,,MSG12-150TE,,150,12 volt,,3,12,VRLA,,,,,,,,,,
LRD21566,SABAH,BASE17,Active,Rooftop,Cabin-01,Battery-01,Yes,,Narada,,12NDT150S,,150,12 volt,106.3,4,16,VRLA,Battery Concrete Bar,,,,8/2/2019 0:00,,,,,
LRD21550,SABAH,BASE29,Active,Vacant Land,Outdoor-01,Battery-01,No,Battery welded to rack,Narada,,12NDT150S,,150,12 volt,,1,4,VRLA,Battery Hardening,,,,,,,,,
LRD21551,CENTRAL,BASE1,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,Enersys,,12TD150F,,150,12 volt,90,1,4,VRLA,Battery Concrete Bar,,,,,,,,,
LRD21561,CENTRAL,BASE32,Active,Rooftop,Cabin-01,Battery-01,Yes,,Narada,,,,600,2 volt,,1,32,VRLA,,,,,,,,,,
LRD21567,SABAH,BASE25,Active,Inbuilding,Cabin-01,Battery-01,,,Narada,,12NDT150S,,150,12 volt,,1,4,VRLA,,,,,,,,,,
LRD21570,NORTHERN,BASE7,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,MSB,,Others,MS TE,150,12 volt,,2,8,VRLA,Battery Concrete Bar,,,,,,,,,
LRD21573,EASTERN,BASE1,Active,Inbuilding,Outdoor-01,Battery-01,,,Narada,,12NDT150S,,150,12 volt,,1,4,VRLA,T5 Metal Plate,,,,,,,,,
LRD22874,CENTRAL,BASE9,Active,Rooftop,Cabin-01,Battery-01,,,Enersys,,,,150,12 volt,,1,4,VRLA,Battery Iron Bar,,,,,,,,,
LRD22878,SOUTHERN,BASE19,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Tudor,,SAFETY OPzV600,,600,2 volt,,1,24,VRLA,,,,,,,,,,
LRD22879,CENTRAL,BASE6,Active,Vacant Land,Outdoor-01,Battery-01,,,Narada,,12NDT150S,,150,12 volt,84.4,1,4,VRLA,T5 Metal Plate,,,,8/8/2019 0:00,,,,,
LRD22880,SABAH,BASE17,Active,Rooftop,Outdoor-01,Battery-01,Yes,,Narada,,ACME G AG12V155F,,155,12 volt,,1,4,VRLA,Battery Hardening,,,,,,,,,
